"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1684 0.0217096487277572 4 5 "GO:0005248" "voltage-gated sodium channel activity" 0.18893842803662
-712 0.0143635537492902 6 32 "GO:0005249" "voltage-gated potassium channel activity" 0.159817262602862
-781 0.207731410747194 2 7 "GO:0005251" "delayed rectifier potassium channel activity" 0.563993249952017
14 0.958436259885947 3 40 "GO:0005253;GO:0005254;GO:0015108" "anion channel activity" 0.985339733847658
-719 3.53320705175367e-06 3 114 "GO:0005261" "cation channel activity" 0.000517614833081913
-612 0.00436750122895852 7 59 "GO:0005262;GO:0015085" "calcium ion transmembrane transporter activity" 0.0853118573389898
-657 0.007424576283723 5 45 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.110613602599873
-363 0.443193827483148 2 12 "GO:0005272" "sodium channel activity" 0.773239524626007
-1059 0.0254609382687295 2 12 "GO:0005283;GO:0005343;GO:0005416;GO:0005328;GO:0005326" "organic acid:sodium symporter activity" 0.1999775710473
-329 0.383120900767871 3 19 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.72393260738316
-10 0.970183920757769 2 38 "GO:0005319" "lipid transporter activity" 0.987402139483265
-1765 0.0161313524834814 4 5 "GO:0005332;GO:0015185" "gamma-aminobutyric acid:sodium symporter activity" 0.164196644896923
50 0.931299358911764 2 8 "GO:0005337" "nucleoside transmembrane transporter activity" 0.985339733847658
107 0.873219139023614 5 6 "GO:0005338" "nucleotide-sugar transmembrane transporter activity" 0.969859216525135
-1384 0.0592480073058724 5 5 "GO:0005345;GO:0015205" "nucleobase transmembrane transporter activity" 0.29348718953896
-224 0.58498057380322 6 16 "GO:0005351;GO:0005402;GO:0015295" "solute:hydrogen symporter activity" 0.851321066842766
577 0.266117651232119 2 10 "GO:0005355;GO:0015149" "hexose transmembrane transporter activity" 0.60544561330159
-384 0.566047608253287 2 6 "GO:0005375" "copper ion transmembrane transporter activity" 0.838195643919268
197 0.703792346102142 2 10 "GO:0005385" "zinc ion transmembrane transporter activity" 0.902739873776937
296 0.471495969291086 2 16 "GO:0005484" "SNAP receptor activity" 0.781971616994084
564 0.198546491160266 2 14 "GO:0005487" "nucleocytoplasmic transporter activity" 0.558635633608041
-292 0.20553964625635 -1 51 "GO:0005489" "electron transporter activity" 0.563993249952017
312 0.323699596029175 2 27 "GO:0005496" "steroid binding" 0.672652352032257
79 0.906292526665478 3 6 "GO:0005501;GO:0019840" "retinoid binding" 0.979211365645048
-1072 0.144114010353856 4 5 "GO:0005504" "fatty acid binding" 0.470915297773381
-277 0.138282812617695 6 78 "GO:0005506" "iron ion binding" 0.46393355836242
-301 0.285094549602218 6 34 "GO:0005507" "copper ion binding" 0.629492101660843
-346 0.000460575347219756 5 291 "GO:0005509" "calcium ion binding" 0.0161653679263259
-263 0.343410393956592 2 35 "GO:0005516" "calmodulin binding" 0.693292143862969
-907 0.0386266034593176 4 14 "GO:0005518" "collagen binding" 0.241213392228134
-127 0.862534803385558 2 5 "GO:0005521" "lamin binding" 0.969467606882038
-122 0.302077461189052 3 198 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.646048876849578
-238 0.682035528722549 2 8 "GO:0005528;GO:0005527" "FK506 binding" 0.889479569357746
56 0.922897838708008 4 8 "GO:0005537" "mannose binding" 0.985339733847658
-507 0.0202549617680516 3 57 "GO:0005539" "glycosaminoglycan binding" 0.18354754014554
-273 0.659427760540162 2 7 "GO:0005540" "hyaluronic acid binding" 0.873831865488407
323 0.603025001505075 2 7 "GO:0005542" "folic acid binding" 0.854027336023796
-85 0.544970586758758 2 139 "GO:0005543" "phospholipid binding" 0.835854633419603
-159 0.707608387977599 2 15 "GO:0005544" "calcium-dependent phospholipid binding" 0.902739873776937
543 0.459170940603861 2 5 "GO:0005545" "1-phosphatidylinositol binding" 0.776558333577256
-158 0.659475716159324 3 21 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 0.873831865488407
184 0.607641285778455 2 21 "GO:0005547" "phosphatidylinositol-3,4,5-trisphosphate binding" 0.854027336023796
-608 0.116348212593407 2 18 "GO:0005548" "phospholipid transporter activity" 0.4243571737328
73 0.867460991298108 3 14 "GO:0008013" "beta-catenin binding" 0.969467606882038
109 0.61005511044853 2 60 "GO:0008017" "microtubule binding" 0.855244724217317
257 0.261423185057714 3 52 "GO:0008022" "protein C-terminus binding" 0.60544561330159
-571 0.140221695849448 3 18 "GO:0008028" "monocarboxylic acid transmembrane transporter activity" 0.466874510044185
-52 0.650069506815867 2 210 "GO:0008047" "enzyme activator activity" 0.8710535007487
-760 0.190201135878289 3 8 "GO:0008061" "chitin binding" 0.546993536473962
-1155 0.0148083109419731 2 12 "GO:0008066" "glutamate receptor activity" 0.160697596518449
166 0.789287270422841 -1 7 "GO:0008067" "metabotropic glutamate, GABA-B-like receptor activity" 0.952999327886919
13 0.962665546918925 6 38 "GO:0008080;GO:0016410" "N-acyltransferase activity" 0.987402139483265
-438 0.062896595233565 5 49 "GO:0008081" "phosphoric diester hydrolase activity" 0.30210987546614
-341 0.421492780372353 2 15 "GO:0008083" "growth factor activity" 0.755130791234482
-59 0.586308892228188 3 235 "GO:0008092" "cytoskeletal protein binding" 0.851843828543103
405 0.545825437523154 2 6 "GO:0008093" "cytoskeletal adaptor activity" 0.835854633419603
692 4.56874258514326e-05 2 95 "GO:0008094;GO:0004003;GO:0003678" "DNA-dependent ATPase activity" 0.00308917287103148
30 0.956269454380926 6 9 "GO:0008106;GO:0004033" "aldo-keto reductase (NADP) activity" 0.985339733847658
-380 0.604782819032574 5 5 "GO:0008131" "primary amine oxidase activity" 0.854027336023796
-315 0.429429742710767 -1 17 "GO:0008132;GO:0004289;GO:0008243;GO:0008991;GO:0016808" "subtilase activity" 0.758584359469207
422 0.00633332045587278 3 115 "GO:0008134" "transcription factor binding" 0.104233450132226
760 0.000356276416706856 3 60 "GO:0008135" "translation factor activity, nucleic acid binding" 0.0142332266348826
174 0.562078008440804 5 30 "GO:0008137;GO:0050136;GO:0003954;GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.838195643919268
-162 0.643280642298196 6 22 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 0.868670055037172
201 0.549631117009955 3 24 "GO:0008139;GO:0005048" "signal sequence binding" 0.838195643919268
451 0.384740778647448 7 10 "GO:0008143;GO:0070717" "poly-purine tract binding" 0.723992375222581
-177 0.518751403188964 2 36 "GO:0008144" "drug binding" 0.814254434648392
27 0.958046371675827 4 10 "GO:0008146" "sulfotransferase activity" 0.985339733847658
-179 0.807576368758331 2 5 "GO:0008158" "hedgehog receptor activity" 0.956179459753026
301 0.0276615585654464 2 148 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.206055169313791
160 0.758077303512249 2 10 "GO:0008169" "C-methyltransferase activity" 0.929358367904138
139 0.492975084934319 2 66 "GO:0008170" "N-methyltransferase activity" 0.802453888254197
452 0.383791348169002 2 10 "GO:0008171" "O-methyltransferase activity" 0.72393260738316
56 0.923583367538215 2 8 "GO:0008172" "S-methyltransferase activity" 0.985339733847658
656 0.0199651535437255 2 34 "GO:0008173" "RNA methyltransferase activity" 0.18354754014554
450 0.501716087875049 2 6 "GO:0008174" "mRNA methyltransferase activity" 0.804167908830212
412 0.347290837537134 3 14 "GO:0008175" "tRNA methyltransferase activity" 0.693292143862969
-836 0.212107323964522 4 6 "GO:0008177;GO:0000104;GO:0016635" "oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor" 0.563993249952017
780 0.208398041293856 2 7 "GO:0008187" "poly-pyrimidine tract binding" 0.563993249952017
-1015 0.00246995342718757 2 24 "GO:0008188" "neuropeptide receptor activity" 0.0560854011653237
-233 0.707517793736414 2 7 "GO:0008191;GO:0048551;GO:0010576" "metalloendopeptidase inhibitor activity" 0.902739873776937
-365 0.0535978209598938 2 76 "GO:0008194" "UDP-glycosyltransferase activity" 0.280429765021382
-168 0.74650036802253 7 10 "GO:0008198" "ferrous iron binding" 0.921592448724444
1762 0.0163373412037366 7 5 "GO:0008199" "ferric iron binding" 0.164196644896923
-430 0.0901073790555202 2 42 "GO:0008201" "heparin binding" 0.358390887736662
-532 0.049011069842773 2 37 "GO:0008227" "G-protein coupled amine receptor activity" 0.271794000416569
386 0.0268331764671203 4 90 "GO:0008234" "cysteine-type peptidase activity" 0.201592838586314
-59 0.84892808069837 2 28 "GO:0008235" "metalloexopeptidase activity" 0.965339952048987
-258 0.210436974672196 2 64 "GO:0008236;GO:0017171" "serine hydrolase activity" 0.563993249952017
-400 0.0146640606711193 5 102 "GO:0008237" "metallopeptidase activity" 0.160697596518449
-72 0.732544414064817 4 61 "GO:0008238" "exopeptidase activity" 0.912442217716465
-565 0.27603566553767 2 10 "GO:0008239" "dipeptidyl-peptidase activity" 0.618823454651553
-179 0.717633040308374 2 11 "GO:0008242" "omega peptidase activity" 0.906136870006533
-68 0.876073057930554 5 14 "GO:0008252" "nucleotidase activity" 0.969859216525135
-52 0.932992186648294 2 7 "GO:0008253" "5'-nucleotidase activity" 0.985339733847658
1495 0.0415151486724751 7 5 "GO:0008266" "poly(U) RNA binding" 0.246566322183146
-41 0.571193618552493 2 572 "GO:0008270" "zinc ion binding" 0.838195643919268
61 0.794698011624848 2 49 "GO:0008276" "protein methyltransferase activity" 0.954913506082683
-19 0.86325091552358 2 228 "GO:0008289" "lipid binding" 0.969467606882038
714 0.286458294271146 7 6 "GO:0008296" "3'-5'-exodeoxyribonuclease activity" 0.629492101660843
112 0.878218918617161 8 5 "GO:0008297" "single-stranded DNA exodeoxyribonuclease activity" 0.971011860961616
-7 0.989603317757014 2 10 "GO:0008307" "structural constituent of muscle" 0.997547381087632
-516 0.345478494336226 2 9 "GO:0008308" "voltage-gated anion channel activity" 0.693292143862969
-47 0.949410718773266 2 5 "GO:0008312" "7S RNA binding" 0.985339733847658
699 0.296946929862065 2 6 "GO:0008318" "protein prenyltransferase activity" 0.640581601579473
-436 3.41780250877914e-05 2 254 "GO:0008324;GO:0022890" "cation transmembrane transporter activity" 0.00276420275054291
195 0.771154641151581 2 6 "GO:0008327" "methyl-CpG binding" 0.938239914222534
-156 0.752303000583431 3 11 "GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0017161;GO:0046030;GO:0019178;GO:0030351;GO:0052827;GO:0030352;GO:0052743;GO:0042576" "inositol tetrakisphosphate phosphatase activity" 0.925071167587048
680 0.241247064971833 3 8 "GO:0008353" "RNA polymerase II carboxy-terminal domain kinase activity" 0.598400007850345
138 0.668771483084334 3 26 "GO:0008374" "O-acyltransferase activity" 0.878699751317085
-537 0.025352032089289 5 47 "GO:0008375" "acetylglucosaminyltransferase activity" 0.1999775710473
-789 0.0317823538224188 2 20 "GO:0008376" "acetylgalactosaminyltransferase activity" 0.218612375266445
-1337 0.0310478221996267 4 7 "GO:0008395" "steroid hydroxylase activity" 0.218612375266445
223 0.422108316062773 6 35 "GO:0008408" "3'-5' exonuclease activity" 0.755130791234482
222 0.567028021160829 4 18 "GO:0008409" "5'-3' exonuclease activity" 0.838195643919268
-601 0.156362200321617 3 15 "GO:0008417" "fucosyltransferase activity" 0.494397029074465
-228 0.733898348038158 4 6 "GO:0008425;GO:0030580" "2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity" 0.912442217716465
-144 0.844340941821148 3 5 "GO:0008460" "dTDP-glucose 4,6-dehydratase activity" 0.963607633994362
417 0.445755919184505 4 9 "GO:0008469;GO:0016274;GO:0016273" "protein-arginine N-methyltransferase activity" 0.773239524626007
-243 0.450380857427995 2 26 "GO:0008483;GO:0016769" "transferase activity, transferring nitrogenous groups" 0.773239524626007
-842 0.251005892776203 2 5 "GO:0008499;GO:0048531" "UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity" 0.601984077874281
63 0.895040267829936 5 12 "GO:0008502" "melatonin receptor activity" 0.976829858241462
-162 0.262502390482024 2 131 "GO:0008509" "anion transmembrane transporter activity" 0.60544561330159
-756 0.0065220019991723 3 35 "GO:0008528;GO:0001653" "peptide receptor activity" 0.104233450132226
-490 0.504199347422119 -1 5 "GO:0008533" "astacin activity" 0.805802229789168
628 0.25101616927754 7 9 "GO:0008536" "Ran GTPase binding" 0.601984077874281
1147 0.0868636712471395 -1 6 "GO:0008547" "protein-synthesizing GTPase activity" 0.348644598293313
402 0.0073905464248998 3 122 "GO:0008565" "protein transporter activity" 0.110613602599873
143 0.794443172288172 2 9 "GO:0008568" "microtubule-severing ATPase activity" 0.954913506082683
-518 0.237763622298384 -1 14 "GO:0008570" "myosin ATPase activity" 0.595907541243238
1141 0.0160423420062437 2 12 "GO:0008574" "plus-end-directed microtubule motor activity" 0.164196644896923
-348 0.502261867972453 2 10 "GO:0008601" "protein phosphatase type 2A regulator activity" 0.804167908830212
-23 0.903002512183813 2 78 "GO:0008603;GO:0004682;GO:0004691;GO:0008605" "cAMP-dependent protein kinase regulator activity" 0.977532062492176
660 0.368489017199263 2 5 "GO:0008641" "small protein activating enzyme activity" 0.715015112843603
537 0.165313797802667 2 18 "GO:0008649" "rRNA methyltransferase activity" 0.504551487043557
795 0.235030006827587 2 6 "GO:0008650;GO:0016436" "rRNA (uridine) methyltransferase activity" 0.591952366766329
191 0.22856381619671 5 109 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 0.584070968139756
-983 0.0721807701353524 2 9 "GO:0008766;GO:0018169" "ribosomal S6-glutamic acid ligase activity" 0.323708657902932
-485 0.508389393164241 2 5 "GO:0009008" "DNA-methyltransferase activity" 0.809554848897406
-139 0.584122164591911 1 42 "GO:0009055" "electron carrier activity" 0.851321066842766
556 0.338269096586397 4 8 "GO:0009383;GO:0016434" "rRNA (cytosine) methyltransferase activity" 0.689880593734206
-384 0.381007634353768 3 14 "GO:0009881" "photoreceptor activity" 0.723338467812013
-513 0.259673069061908 2 13 "GO:0009975;GO:0016849" "cyclase activity" 0.605444635823388
441 0.547450516168496 4 5 "GO:0009982" "pseudouridine synthase activity" 0.836885223847144
609 0.137810261254945 2 16 "GO:0010181" "FMN binding" 0.46393355836242
-677 0.312200534746687 2 6 "GO:0010314" "phosphatidylinositol-5-phosphate binding" 0.661223264692903
33 0.926427022898428 2 21 "GO:0015020" "glucuronosyltransferase activity" 0.985339733847658
-556 0.175769464084601 3 16 "GO:0015035" "protein disulfide oxidoreductase activity" 0.520206595725132
-77 0.804825860224104 2 28 "GO:0015036" "disulfide oxidoreductase activity" 0.956179459753026
942 0.198922586256333 3 5 "GO:0015037" "peptide disulfide oxidoreductase activity" 0.558635633608041
-101 0.167414309186398 4 554 "GO:0015075;GO:0022891;GO:0022857;GO:0022892" "substrate-specific transporter activity" 0.506370453798867
-400 0.00618214907868291 4 129 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.104233450132226
-86 0.714287776594344 2 49 "GO:0015078" "hydrogen ion transmembrane transporter activity" 0.906001378970315
-294 0.258903505195239 2 40 "GO:0015081" "sodium ion transmembrane transporter activity" 0.605255800709083
-567 0.251724657557341 3 11 "GO:0015101" "organic cation transmembrane transporter activity" 0.601984077874281
-66 0.795218073324828 3 42 "GO:0015103" "inorganic anion transmembrane transporter activity" 0.954913506082683
334 0.618381787503526 2 6 "GO:0015114" "phosphate ion transmembrane transporter activity" 0.861422490040569
272 0.550345784115891 2 13 "GO:0015145" "monosaccharide transmembrane transporter activity" 0.838195643919268
-610 0.0281665439603172 5 35 "GO:0015171" "amino acid transmembrane transporter activity" 0.208053715471587
-918 0.210911930239212 7 5 "GO:0015174" "basic amino acid transmembrane transporter activity" 0.563993249952017
-820 0.133642781323734 2 9 "GO:0015175" "neutral amino acid transmembrane transporter activity" 0.458469528530995
-825 0.038253713742684 2 17 "GO:0015179" "L-amino acid transmembrane transporter activity" 0.241213392228134
-663 0.321961303482581 2 6 "GO:0015184;GO:0000099" "sulfur amino acid transmembrane transporter activity" 0.670625558675803
-1458 0.0469174414546252 2 5 "GO:0015187" "glycine transmembrane transporter activity" 0.264361737427023
95 0.896541239601185 2 5 "GO:0015197" "peptide transporter activity" 0.976829858241462
418 0.568540320027687 2 5 "GO:0015211" "purine nucleoside transmembrane transporter activity" 0.838195643919268
-201 0.685022595950213 2 11 "GO:0015215" "nucleotide transmembrane transporter activity" 0.890798854290288
-194 0.771726345828091 3 6 "GO:0015226;GO:0015199;GO:0015651" "quaternary ammonium group transmembrane transporter activity" 0.938239914222534
1231 0.0176796933312565 2 10 "GO:0015238;GO:0090484" "drug transporter activity" 0.17077418063928
-58 0.925109314307281 5 7 "GO:0015250;GO:0005372" "water channel activity" 0.985339733847658
-612 0.360611638889874 3 6 "GO:0015254;GO:0015168;GO:0015166" "polyol transmembrane transporter activity" 0.705256554360867
-850 0.2468613875011 2 5 "GO:0015269" "calcium-activated potassium channel activity" 0.601083544635642
-411 0.0556494251647345 3 59 "GO:0015276;GO:0022834" "ligand-gated ion channel activity" 0.282750547513304
-764 0.187947928575024 3 8 "GO:0015278" "calcium-release channel activity" 0.543913949422526
-133 0.458536316388675 3 85 "GO:0015291" "secondary active transmembrane transporter activity" 0.776558333577256
-245 0.253531768107461 4 59 "GO:0015293" "symporter activity" 0.601984077874281
-260 0.318493067422636 2 40 "GO:0015294" "solute:cation symporter activity" 0.668151327600232
-841 0.034688283571426 3 17 "GO:0015296" "anion:cation symporter activity" 0.23275573480369
269 0.377893140157187 2 29 "GO:0015297" "antiporter activity" 0.721794770857445
607 0.182664481264584 3 13 "GO:0015298" "solute:cation antiporter activity" 0.535206930105231
864 0.163641829863732 2 7 "GO:0015299" "solute:hydrogen antiporter activity" 0.50118874024467
381 0.538797887594527 3 7 "GO:0015301" "anion:anion antiporter activity" 0.832343309658329
304 0.678394070082002 3 5 "GO:0015368" "calcium:cation antiporter activity" 0.887369823895389
-340 0.393832380924553 7 17 "GO:0015370" "solute:sodium symporter activity" 0.731223236947868
-25 0.972462080538607 6 5 "GO:0015377;GO:0008511" "sodium:potassium:chloride symporter activity" 0.987402139483265
-700 0.177177838817715 2 10 "GO:0015459" "potassium channel regulator activity" 0.522615168861649
491 0.00946308643192072 3 76 "GO:0015462;GO:0015450;GO:0008320;GO:0022884;GO:0015616;GO:0017116;GO:0043142;GO:0042624" "macromolecule transmembrane transporter activity" 0.128516104774979
-1355 0.00904665460606461 2 10 "GO:0015464" "acetylcholine receptor activity" 0.127660109290327
733 0.0658158888399354 2 17 "GO:0015485;GO:0032934" "cholesterol binding" 0.311033152098404
156 0.787772376191894 2 8 "GO:0015491" "cation:cation antiporter activity" 0.952478567637792
83 0.844910172693703 4 15 "GO:0015605;GO:1901677" "phosphate transmembrane transporter activity" 0.963607633994362
-5 0.977879052190362 2 92 "GO:0015631" "tubulin binding" 0.990271528658212
-885 0.227488488332883 2 5 "GO:0015643" "toxic substance binding" 0.584070968139756
33 0.941878731348886 2 13 "GO:0015662" "ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism" 0.985339733847658
-778 0.134046267158664 4 10 "GO:0015665" "alcohol transmembrane transporter activity" 0.458469528530995
305 0.648718620556302 2 6 "GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 0.871052980082554
1268 0.0408051079989458 2 7 "GO:0015925" "galactosidase activity" 0.243997890687574
13 0.972604658895206 3 18 "GO:0015926" "glucosidase activity" 0.987402139483265
1163 0.0606925624992459 3 7 "GO:0015928" "fucosidase activity" 0.297615180636146
-113 0.811169220117198 2 12 "GO:0015929" "hexosaminidase activity" 0.956179459753026
-537 0.133771703088006 4 21 "GO:0015932" "nucleobase-containing compound transmembrane transporter activity" 0.458469528530995
395 0.555640978736851 3 6 "GO:0016004;GO:0060229" "lipase activator activity" 0.838195643919268
1174 0.0583539951563895 3 7 "GO:0016018" "cyclosporin A binding" 0.293103781385522
602 0.412275151881959 2 5 "GO:0016151" "nickel cation binding" 0.745658145070457
-63 0.919064610063928 2 7 "GO:0016175" "superoxide-generating NADPH oxidase activity" 0.985339733847658
-122 0.643349494686233 1 39 "GO:0016209" "antioxidant activity" 0.868670055037172
569 0.229571367600811 3 12 "GO:0016229" "steroid dehydrogenase activity" 0.584907919191632
-152 0.590097121350047 1 34 "GO:0016247" "channel regulator activity" 0.854027336023796
-130 0.801769482483406 2 10 "GO:0016248;GO:0008200" "channel inhibitor activity" 0.956179459753026
-387 0.317060135454875 -1 18 "GO:0016251" "general RNA polymerase II transcription factor activity" 0.666736504939797
-1493 0.0258215768904989 2 6 "GO:0016262" "protein N-acetylglucosaminyltransferase activity" 0.1999775710473
92 0.711849193254297 3 44 "GO:0016279;GO:0042054;GO:0016278" "lysine N-methyltransferase activity" 0.904429485881584
-205 0.00950346622340575 2 471 "GO:0016301;GO:0016773" "kinase activity" 0.128516104774979
361 0.465748074110833 3 11 "GO:0016303" "1-phosphatidylinositol-3-kinase activity" 0.777708764410249
287 0.695255620624685 2 5 "GO:0016308" "1-phosphatidylinositol-4-phosphate 5-kinase activity" 0.897921048920104
83 0.901753690943335 4 6 "GO:0016405" "CoA-ligase activity" 0.977532062492176
33 0.957779900446942 6 7 "GO:0016406;GO:0016416" "carnitine O-acyltransferase activity" 0.985339733847658
200 0.409224745174946 5 46 "GO:0016407" "acetyltransferase activity" 0.74345589296979
-96 0.833333881559267 5 13 "GO:0016408" "C-acyltransferase activity" 0.962096612484725
336 0.337033097961005 5 22 "GO:0016409" "palmitoyltransferase activity" 0.688958356064473
-234 0.569336541275103 6 16 "GO:0016411" "acylglycerol O-acyltransferase activity" 0.838195643919268
-249 0.667687155267151 6 8 "GO:0016413" "O-acetyltransferase activity" 0.878699751317085
733 0.0407853321069703 5 21 "GO:0016417" "S-acyltransferase activity" 0.243997890687574
-261 0.721852306852429 2 5 "GO:0016418" "S-acetyltransferase activity" 0.906440253890407
59 0.929821707502967 2 6 "GO:0016419;GO:0016420" "S-malonyltransferase activity" 0.985339733847658
-103 0.867998869870494 2 7 "GO:0016423" "tRNA (guanine) methyltransferase activity" 0.969467606882038
360 0.590744463742304 2 6 "GO:0016427" "tRNA (cytosine) methyltransferase activity" 0.854027336023796
0 0.999918826600183 2 9 "GO:0016433" "rRNA (adenine) methyltransferase activity" 0.999918826600183
359 0.625118818599901 2 5 "GO:0016453" "C-acetyltransferase activity" 0.864217286477339
-1396 0.0571124826873309 6 5 "GO:0016454" "C-palmitoyltransferase activity" 0.288516507368758
5 0.951241757931872 2 467 "GO:0016491" "oxidoreductase activity" 0.985339733847658
-1156 0.0842343320206745 2 6 "GO:0016500" "protein-hormone receptor activity" 0.342582656696996
-294 0.448256089284705 2 18 "GO:0016504" "peptidase activator activity" 0.773239524626007
-1435 0.0206292536976547 4 7 "GO:0016594" "glycine binding" 0.185031775512638
-180 0.408640093778436 2 57 "GO:0016597" "amino acid binding" 0.74345589296979
290 0.103934370696645 2 86 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.395490527456065
490 0.114586150494512 4 28 "GO:0016620;GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.421427725040486
573 0.434716556178704 4 5 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 0.764231705762162
307 0.263242902030797 3 36 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.60544561330159
470 0.320905990664982 4 12 "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 0.670015120652065
1195 0.103252358134136 2 5 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 0.395490527456065
-352 0.265196266598984 3 27 "GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.60544561330159
1092 0.103108981257502 2 6 "GO:0016639" "oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor" 0.395490527456065
-683 0.0697561482268374 2 19 "GO:0016641" "oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor" 0.322280947478415
232 0.462858886303374 3 27 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 0.777708764410249
220 0.569273233972598 2 18 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.838195643919268
83 0.695005084506498 3 61 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.897921048920104
456 0.404436173841001 4 9 "GO:0016653" "oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor" 0.742169930701962
-129 0.606769987722923 3 43 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.854027336023796
-132 0.819488157816159 2 8 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 0.957401254471363
-451 0.53858349197215 2 5 "GO:0016670" "oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor" 0.832343309658329
-255 0.680604485061577 4 7 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.888932158052193
-432 0.292793828718349 2 16 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 0.638624752961362
-171 0.345323066654547 2 83 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.693292143862969
-2 0.993275167697708 4 35 "GO:0016706" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors" 0.998710703025958
245 0.605611187057681 2 12 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.854027336023796
-924 0.167638000063106 2 6 "GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.506370453798867
609 0.24062074801623 3 10 "GO:0016722" "oxidoreductase activity, oxidizing metal ions" 0.598400007850345
334 0.649078159219651 2 5 "GO:0016723" "oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor" 0.871052980082554
391 0.559155324870523 2 6 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 0.838195643919268
358 0.0167170073064252 3 123 "GO:0016746;GO:0016747" "transferase activity, transferring acyl groups" 0.164720058529752
-591 0.377473985917407 5 6 "GO:0016748;GO:0016751" "succinyltransferase activity" 0.721794770857445
-157 0.729916279101213 4 13 "GO:0016755" "transferase activity, transferring amino-acyl groups" 0.912442217716465
-10 0.944420879105234 3 143 "GO:0016757" "transferase activity, transferring glycosyl groups" 0.985339733847658
-111 0.491629739723422 2 105 "GO:0016758" "transferase activity, transferring hexosyl groups" 0.801748685003503
236 0.383014713119024 2 37 "GO:0016763" "transferase activity, transferring pentosyl groups" 0.72393260738316
507 0.0721585440222901 3 34 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.323708657902932
-111 0.117937132094208 2 590 "GO:0016772" "transferase activity, transferring phosphorus-containing groups" 0.428374955003342
181 0.252911005850049 3 109 "GO:0016779" "nucleotidyltransferase activity" 0.601984077874281
602 0.203949065413635 2 12 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 0.563993249952017
-86 0.81596217522442 2 20 "GO:0016782" "transferase activity, transferring sulfur-containing groups" 0.956179459753026
-324 0.628425331158118 3 6 "GO:0016783" "sulfurtransferase activity" 0.864453624550839
32 0.678398773216953 2 479 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.887369823895389
635 0.0104825100982525 4 44 "GO:0016790" "thiolester hydrolase activity" 0.134052523806404
-340 0.0125161116189667 3 149 "GO:0016791" "phosphatase activity" 0.150707700179065
