"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-557 0.342351646845564 2 11 "GO:0005070" "SH3/SH2 adaptor activity" 0.559863027108416
566 0.515877160125165 2 5 "GO:0005072" "transforming growth factor beta receptor, cytoplasmic mediator activity" 0.705533322693292
-837 0.336493679389598 3 5 "GO:0005078" "MAP-kinase scaffold activity" 0.558376256570994
642 0.234899660378282 2 13 "GO:0005080" "protein kinase C binding" 0.467694991704089
-1467 0.000757614103717038 2 20 "GO:0005083" "small GTPase regulator activity" 0.00999040464768201
-127 0.486864050334418 1 115 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.686935846594744
-1218 0.0302781527955286 2 12 "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" 0.140683873438319
-319 0.713917759696413 3 5 "GO:0005087" "Ran guanyl-nucleotide exchange factor activity" 0.840553171833039
186 0.392339880837357 2 81 "GO:0005088" "Ras guanyl-nucleotide exchange factor activity" 0.606352039183343
72 0.795741506237151 2 49 "GO:0005089" "Rho guanyl-nucleotide exchange factor activity" 0.888248701657497
-2240 0.010059238935351 2 5 "GO:0005092" "GDP-dissociation inhibitor activity" 0.0681410089524804
-568 0.439898214985247 2 7 "GO:0005095" "GTPase inhibitor activity" 0.644421238455918
-989 0.078400112535371 2 12 "GO:0005099" "Ras GTPase activator activity" 0.247724317244351
354 0.00197703501152884 3 302 "GO:0005102" "receptor binding" 0.020656542946726
1590 0.0676970663196701 3 5 "GO:0005104" "fibroblast growth factor receptor binding" 0.226149946758133
1711 0.00543764359747457 3 10 "GO:0005109" "frizzled binding" 0.0433695928863093
-830 0.259431976948183 2 7 "GO:0005112" "Notch binding" 0.499179426462554
517 0.515592691640099 6 6 "GO:0005123" "death receptor binding" 0.705533322693292
1713 0.00539421609419957 4 10 "GO:0005125" "cytokine activity" 0.0433695928863093
-92 0.774019335234958 2 37 "GO:0005126" "cytokine receptor binding" 0.878719022070472
-30 0.9617871756284 2 10 "GO:0005154" "epidermal growth factor receptor binding" 0.986367483161679
-1424 0.0384659477551096 2 8 "GO:0005158" "insulin receptor binding" 0.16295833540557
727 0.215404836780551 3 11 "GO:0005160" "transforming growth factor beta receptor binding" 0.44311471080139
-953 0.0777113969595436 3 13 "GO:0005164" "tumor necrosis factor receptor binding" 0.247724317244351
1139 0.00198419775524668 2 28 "GO:0005178" "integrin binding" 0.020656542946726
927 0.286844015979119 2 5 "GO:0005179" "hormone activity" 0.517214763789789
-130 0.236082528791562 1 331 "GO:0005198" "structural molecule activity" 0.467694991704089
480 0.110645127164237 2 42 "GO:0005200" "structural constituent of cytoskeleton" 0.308247973987128
1630 3.0445151341807e-08 2 44 "GO:0005201" "extracellular matrix structural constituent" 1.58475024616038e-06
896 7.34728237861015e-12 2 229 "GO:0005216;GO:0022838;GO:0022836;GO:0015267;GO:0022803" "passive transmembrane transporter activity" 6.05538522703787e-10
-346 0.594313333671034 5 9 "GO:0005217" "intracellular ligand-gated ion channel activity" 0.758420499355681
465 0.428135711047078 2 11 "GO:0005227" "calcium activated cation channel activity" 0.637080077488804
407 0.53027119164908 2 9 "GO:0005229" "intracellular calcium activated chloride channel activity" 0.714861789031881
1412 2.42392746864431e-07 2 51 "GO:0005230" "extracellular ligand-gated ion channel activity" 1.14155441261392e-05
1572 6.74954966870822e-07 6 38 "GO:0005231" "excitatory extracellular ligand-gated ion channel activity" 2.56742485475093e-05
673 0.439666295456392 4 5 "GO:0005242" "inward rectifier potassium channel activity" 0.644421238455918
1015 0.00436308978751119 8 30 "GO:0005245" "voltage-gated calcium channel activity" 0.0378517175425313
572 0.308761384475329 2 12 "GO:0005246" "calcium channel regulator activity" 0.531994789627353
-664 0.366936484266776 6 7 "GO:0005247" "voltage-gated chloride channel activity" 0.585322875709422
2231 0.00242380762598387 3 7 "GO:0005248" "voltage-gated sodium channel activity" 0.0244606708377352
1179 0.000160793989330863 2 39 "GO:0005249" "voltage-gated potassium channel activity" 0.00283973670443256
1796 0.00562964839243579 3 9 "GO:0005251" "delayed rectifier potassium channel activity" 0.0445168655570025
313 0.271929649267785 5 47 "GO:0005254;GO:0005253;GO:0015108" "chloride transmembrane transporter activity" 0.510319588474079
935 2.40029229322294e-09 4 158 "GO:0005261" "cation channel activity" 1.48368067374843e-07
410 0.0575718258584681 5 82 "GO:0005262;GO:0015085" "calcium ion transmembrane transporter activity" 0.208566065106319
933 0.000215904133646005 2 60 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.00342979189646216
1787 1.69405683027044e-05 2 22 "GO:0005272" "sodium channel activity" 0.000418855551284366
1244 0.00845754740366977 5 17 "GO:0005283;GO:0005343;GO:0005416;GO:0005328;GO:0005326" "neurotransmitter transporter activity" 0.059322797037088
13 0.974033403653008 2 25 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.988862270735643
-125 0.684776922247262 3 40 "GO:0005319" "lipid transporter activity" 0.820902274063687
1490 0.0607810122851315 5 6 "GO:0005332;GO:0015185" "gamma-aminobutyric acid transmembrane transporter activity" 0.213164614007075
-764 0.266846354178947 3 8 "GO:0005337" "nucleoside transmembrane transporter activity" 0.505934009275466
-1031 0.160903887062295 5 7 "GO:0005338" "nucleotide-sugar transmembrane transporter activity" 0.377230717272545
-100 0.818304904380542 4 20 "GO:0005351;GO:0005402;GO:0015295" "solute:hydrogen symporter activity" 0.904249777019392
-1061 0.0495221499676997 7 13 "GO:0005355;GO:0015149" "hexose transmembrane transporter activity" 0.189192444725687
-1111 0.201966566404963 9 5 "GO:0005375" "copper ion transmembrane transporter activity" 0.427053009518371
-210 0.696925448063912 2 13 "GO:0005385" "zinc ion transmembrane transporter activity" 0.829023214086796
-1254 0.149491612635928 3 5 "GO:0005388" "calcium-transporting ATPase activity" 0.367366104109245
-524 0.547103329276985 2 5 "GO:0005432" "calcium:sodium antiporter activity" 0.731196206290457
116 0.893882935981752 8 5 "GO:0005451" "monovalent cation:hydrogen antiporter activity" 0.945489763398455
-1603 0.000688150828172897 3 17 "GO:0005484" "SNAP receptor activity" 0.00919704282517561
-1187 0.0182496579109226 2 15 "GO:0005487" "nucleocytoplasmic transporter activity" 0.100985286877572
-315 0.240029875388294 -1 53 "GO:0005489" "electron transporter activity" 0.470078310413906
245 0.498441405679294 2 29 "GO:0005496" "steroid binding" 0.696366800512222
730 0.321177496044197 3 7 "GO:0005501;GO:0019840" "isoprenoid binding" 0.539294641065723
1422 0.102343124404574 3 5 "GO:0005504" "fatty acid binding" 0.294653504308873
194 0.339549533420899 3 93 "GO:0005506" "iron ion binding" 0.559863027108416
514 0.100081360973539 2 39 "GO:0005507" "copper ion binding" 0.291119017655383
722 6.63947289537056e-12 2 361 "GO:0005509" "calcium ion binding" 5.96948972138317e-10
-205 0.512727246745728 3 39 "GO:0005516" "calmodulin binding" 0.705533322693292
1311 0.00334186376665878 4 19 "GO:0005518" "collagen binding" 0.0309556205332308
-398 0.647186351673268 2 5 "GO:0005521" "lamin binding" 0.797489561359372
-200 0.13476862462459 3 218 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.349828230162589
-1472 0.0453929044505937 3 7 "GO:0005528;GO:0005527" "FK506 binding" 0.179103246594644
1176 0.0364901460380977 3 12 "GO:0005537" "mannose binding" 0.15892785499529
1671 3.16314908502179e-14 2 79 "GO:0005539" "glycosaminoglycan binding" 3.91044305635819e-12
1593 0.014116049385127 2 9 "GO:0005540" "hyaluronic acid binding" 0.0869613050289113
-726 0.291393987521389 2 8 "GO:0005542" "folic acid binding" 0.521136805892683
-201 0.208044868192318 3 152 "GO:0005543" "phospholipid binding" 0.434085178570047
623 0.174502843075867 2 18 "GO:0005544" "calcium-dependent phospholipid binding" 0.391767310146633
-1175 0.177008087708967 3 5 "GO:0005545" "1-phosphatidylinositol binding" 0.392513450099032
-836 0.0492983637849428 2 21 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 0.189192444725687
-460 0.291198988129152 2 20 "GO:0005547" "phosphatidylinositol-3,4,5-trisphosphate binding" 0.521136805892683
-267 0.561244632505616 4 18 "GO:0005548" "phospholipid transporter activity" 0.734220822153511
-512 0.292583210899523 3 16 "GO:0008013" "beta-catenin binding" 0.521342431697836
-66 0.792019373212247 2 61 "GO:0008017" "microtubule binding" 0.886143012280258
2143 0.0137894287469199 3 5 "GO:0008020" "G-protein coupled photoreceptor activity" 0.085771981325181
-340 0.19644175642566 3 55 "GO:0008022" "protein C-terminus binding" 0.420845626314786
-316 0.0339894766494406 2 175 "GO:0008026;GO:0004386;GO:0070035" "helicase activity" 0.151344288220763
1383 0.000872125825338278 2 22 "GO:0008028" "monocarboxylic acid transmembrane transporter activity" 0.0110581082212764
1640 0.0595575642386032 2 5 "GO:0008046" "axon guidance receptor activity" 0.21187924831647
-301 0.0215485647794064 2 229 "GO:0008047" "enzyme activator activity" 0.111578694067188
1602 0.0063529707134116 3 11 "GO:0008061" "chitin binding" 0.0483314464274159
1867 7.00650014054829e-06 3 22 "GO:0008066" "glutamate receptor activity" 0.000209982686030371
2507 0.000111476861011839 -1 9 "GO:0008067" "metabotropic glutamate, GABA-B-like receptor activity" 0.00212020414501363
-206 0.446700216638186 6 52 "GO:0008080;GO:0016410" "N-acyltransferase activity" 0.648732032680126
-224 0.404048667082895 4 53 "GO:0008081" "phosphoric diester hydrolase activity" 0.613831231559114
1853 5.45914788138712e-05 4 18 "GO:0008083" "growth factor activity" 0.00114874409674295
30 0.811751941598646 3 242 "GO:0008092" "cytoskeletal protein binding" 0.90029026620495
-171 0.844110033516885 2 5 "GO:0008093" "cytoskeletal adaptor activity" 0.921473203161473
276 0.653833029438553 2 10 "GO:0008106;GO:0004033" "aldo-keto reductase (NADP) activity" 0.800489417579534
-440 0.580160263413067 5 6 "GO:0008131" "primary amine oxidase activity" 0.748081486982429
1627 0.000832364867598962 -1 16 "GO:0008132;GO:0008243;GO:0008991;GO:0016808" "pancreatic elastase activity" 0.0106910240786412
-13 0.939392509348357 3 127 "GO:0008134" "transcription factor binding" 0.972836849995314
-877 0.000412124265862674 2 62 "GO:0008135" "translation factor activity, nucleic acid binding" 0.0057407168864533
-289 0.507154606087598 5 20 "GO:0008137;GO:0050136;GO:0003954" "NADH dehydrogenase activity" 0.702487262493886
-582 0.127901906711299 3 26 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 0.343736374286616
-184 0.629958823613511 5 26 "GO:0008139;GO:0005048" "signal sequence binding" 0.790646290042846
-256 0.768992045235085 4 5 "GO:0008140" "cAMP response element binding protein binding" 0.877200845141291
-405 0.510653531204366 4 10 "GO:0008143;GO:0070717" "poly-purine tract binding" 0.705358020057427
-256 0.413134105545694 2 39 "GO:0008144" "drug binding" 0.620956885083118
1794 1.56546950965297e-05 4 22 "GO:0008146" "sulfotransferase activity" 0.000396987011550458
-855 0.281662871489579 2 6 "GO:0008158" "hedgehog receptor activity" 0.514248671888678
-202 0.170033197634638 4 179 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.388366818615836
-742 0.20640779035655 5 11 "GO:0008169" "C-methyltransferase activity" 0.433412536438701
-107 0.645162604793204 2 71 "GO:0008170" "N-methyltransferase activity" 0.796586537004343
-268 0.548685550277776 2 19 "GO:0008171" "O-methyltransferase activity" 0.731334244238168
-46 0.935067770950096 2 12 "GO:0008172" "S-methyltransferase activity" 0.972431151913402
8 0.979934971807944 2 40 "GO:0008173" "RNA methyltransferase activity" 0.989841763819479
127 0.853194598190087 3 8 "GO:0008174" "mRNA methyltransferase activity" 0.926245288265638
-26 0.954766431788129 3 18 "GO:0008175" "tRNA methyltransferase activity" 0.98463399482634
-1457 0.0666952429010176 5 6 "GO:0008177;GO:0000104;GO:0016635" "oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor" 0.225643381919146
287 0.658199068819862 3 9 "GO:0008187;GO:0008266" "poly-pyrimidine tract binding" 0.800810098442216
1977 1.48329659338771e-10 3 40 "GO:0008188" "neuropeptide receptor activity" 1.04784309347175e-08
1622 0.0412342501586876 3 6 "GO:0008191;GO:0048551;GO:0010576" "metalloenzyme inhibitor activity" 0.167821701263136
150 0.454736402627286 4 95 "GO:0008194" "UDP-glycosyltransferase activity" 0.654935069540485
782 0.228291700686063 2 9 "GO:0008198" "ferrous iron binding" 0.461718797502078
-319 0.713746189525141 2 5 "GO:0008199" "ferric iron binding" 0.840553171833039
1748 6.31737775685452e-12 2 59 "GO:0008201" "heparin binding" 5.96948972138317e-10
2030 8.33633371303704e-16 2 60 "GO:0008227" "G-protein coupled amine receptor activity" 1.17780486317052e-13
-689 0.000318625835710784 2 105 "GO:0008234" "cysteine-type peptidase activity" 0.00470329778385023
584 0.0582754874714655 2 40 "GO:0008235" "metalloexopeptidase activity" 0.20910412309955
848 2.07251138617651e-07 4 145 "GO:0008237" "metallopeptidase activity" 1.02485688046428e-05
422 0.0523174357603747 4 81 "GO:0008238" "exopeptidase activity" 0.197488335751949
651 0.246968998132972 5 12 "GO:0008239" "dipeptidyl-peptidase activity" 0.479867071028506
701 0.194088074958964 5 13 "GO:0008242" "omega peptidase activity" 0.418422400979931
-1399 0.00540225943156536 2 15 "GO:0008252" "nucleotidase activity" 0.0433695928863093
-1249 0.0895228300715135 7 7 "GO:0008253" "5'-nucleotidase activity" 0.267486643325459
59 0.459227971349778 3 672 "GO:0008270" "zinc ion binding" 0.660140208815306
-86 0.741412889231743 5 56 "GO:0008276" "protein methyltransferase activity" 0.856609050759572
-124 0.316715133527181 2 255 "GO:0008289" "lipid binding" 0.53586175151563
-1314 0.131019012848891 2 5 "GO:0008294" "calcium- and calmodulin-responsive adenylate cyclase activity" 0.346464715795597
-744 0.311972110197969 7 7 "GO:0008296" "3'-5'-exodeoxyribonuclease activity" 0.534439549286647
-73 0.91606742802508 8 8 "GO:0008297" "single-stranded DNA exodeoxyribonuclease activity" 0.961773552353295
1339 0.0225496754131197 2 11 "GO:0008307" "structural constituent of muscle" 0.114956850430801
-924 0.133392103656187 4 10 "GO:0008308" "voltage-gated anion channel activity" 0.34940636539543
119 0.880914957871729 2 6 "GO:0008312" "7S RNA binding" 0.938819928162866
-656 0.312341819502206 5 9 "GO:0008318" "protein prenyltransferase activity" 0.534439549286647
167 0.833777566212478 3 6 "GO:0008327" "methyl-CpG binding" 0.914875240871012
2130 0.00733723318539386 2 6 "GO:0008329;GO:0038187" "signaling pattern recognition receptor activity" 0.0533567913261362
-650 0.345194562195748 3 8 "GO:0008353" "RNA polymerase II carboxy-terminal domain kinase activity" 0.561508917782228
-504 0.12113770532756 2 36 "GO:0008374" "O-acyltransferase activity" 0.328526943940359
-10 0.970445640789225 2 58 "GO:0008375" "acetylglucosaminyltransferase activity" 0.988852692707426
1112 0.0025476390172328 2 28 "GO:0008376" "acetylgalactosaminyltransferase activity" 0.0249466830499331
1354 0.0490666096746065 4 8 "GO:0008395" "steroid hydroxylase activity" 0.189192444725687
-428 0.150438091167082 2 43 "GO:0008408" "3'-5' exonuclease activity" 0.367366104109245
-754 0.0579400629599583 2 24 "GO:0008409" "5'-3' exonuclease activity" 0.20910412309955
424 0.355677570120555 2 18 "GO:0008417" "fucosyltransferase activity" 0.571975799754844
-178 0.808905728623048 6 7 "GO:0008425;GO:0030580" "quinone cofactor methyltransferase activity" 0.898885129896848
-541 0.534319830443334 2 5 "GO:0008429" "phosphatidylethanolamine binding" 0.71799227215823
-1768 0.0421600812398589 2 5 "GO:0008453" "alanine-glyoxylate transaminase activity" 0.170189062637635
137 0.875362087867479 3 5 "GO:0008460" "dTDP-glucose 4,6-dehydratase activity" 0.936940589719629
585 0.395668012514494 2 8 "GO:0008469;GO:0035242" "histone-arginine N-methyltransferase activity" 0.608369735468911
28 0.974864220391559 4 5 "GO:0008474;GO:0098599" "palmitoyl-(protein) hydrolase activity" 0.988862270735643
322 0.566164138082983 3 12 "GO:0008484" "sulfuric ester hydrolase activity" 0.737775146901506
-288 0.741202337070663 4 5 "GO:0008494" "translation activator activity" 0.856609050759572
1014 0.168284316647735 6 7 "GO:0008499;GO:0048531" "beta-1,3-galactosyltransferase activity" 0.387751992550285
2239 2.1448307677837e-06 5 17 "GO:0008502" "melatonin receptor activity" 7.31461251495889e-05
439 0.0042861435948431 5 164 "GO:0008509" "anion transmembrane transporter activity" 0.0375132390734498
448 0.0202390112833885 2 103 "GO:0008514;GO:0046943;GO:0005342" "organic anion transmembrane transporter activity" 0.106233302491045
1353 0.0885055002744216 2 6 "GO:0008519" "ammonium transmembrane transporter activity" 0.266054528180556
1735 8.22909396686731e-13 2 65 "GO:0008528;GO:0001653" "peptide receptor activity" 9.04285992581308e-11
2562 0.00126274427859007 -1 6 "GO:0008533" "astacin activity" 0.0150308051973565
-743 0.227413657083339 2 10 "GO:0008536" "Ran GTPase binding" 0.460885464867669
-1375 0.0615964334049665 -1 7 "GO:0008547" "protein-synthesizing GTPase activity" 0.215261034054812
-732 1.29981341539771e-05 3 137 "GO:0008565" "protein transporter activity" 0.000338293544165351
-1395 0.031587767343328 2 9 "GO:0008568" "microtubule-severing ATPase activity" 0.145303729779309
297 0.582102686815664 -1 13 "GO:0008570" "myosin ATPase activity" 0.749608798516526
-516 0.338969934672438 5 13 "GO:0008574" "plus-end-directed microtubule motor activity" 0.559863027108416
-1539 0.00876281594358576 2 11 "GO:0008579;GO:0008330;GO:0008969;GO:0016312;GO:0017161;GO:0019178;GO:0030351;GO:0052827;GO:0030352;GO:0042576" "protein tyrosine/threonine phosphatase activity" 0.0610311617479318
-116 0.894064816624232 4 5 "GO:0008599" "protein phosphatase type 1 regulator activity" 0.945489763398455
-305 0.62016071732439 4 10 "GO:0008601" "protein phosphatase type 2A regulator activity" 0.781323502463467
-479 0.0276178411460213 2 81 "GO:0008603;GO:0004682;GO:0004691;GO:0008605" "cAMP-dependent protein kinase regulator activity" 0.135218044026807
-591 0.421928000602666 2 7 "GO:0008641" "small protein activating enzyme activity" 0.631296206650585
213 0.615584407269958 2 21 "GO:0008649" "rRNA methyltransferase activity" 0.778533220959065
-54 0.937596334864088 2 8 "GO:0008650;GO:0016436;GO:0016435" "rRNA (uridine) methyltransferase activity" 0.972579642995333
-687 0.429658656911054 -1 5 "GO:0008717" "D-alanyl-D-alanine endopeptidase activity" 0.637080077488804
-143 0.40758197344153 2 129 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 0.616493486523023
-894 0.168427818354934 2 9 "GO:0008766;GO:0018169" "ribosomal S6-glutamic acid ligase activity" 0.387751992550285
943 0.200083584076328 2 7 "GO:0009008" "DNA-methyltransferase activity" 0.425554117530083
-476 0.109407008131628 1 43 "GO:0009055" "electron carrier activity" 0.305682453069665
-486 0.453550132718979 6 9 "GO:0009383;GO:0016434" "rRNA (cytosine) methyltransferase activity" 0.654833695268716
1055 0.0182774179485191 2 19 "GO:0009881" "photoreceptor activity" 0.100985286877572
-449 0.341464378227771 2 17 "GO:0009975;GO:0016849" "cyclase activity" 0.559863027108416
-516 0.553551356704113 2 5 "GO:0009982" "pseudouridine synthase activity" 0.731901459599422
-460 0.33067846935985 4 17 "GO:0010181" "FMN binding" 0.550574084506552
479 0.514884005558026 2 7 "GO:0010314" "phosphatidylinositol-5-phosphate binding" 0.705533322693292
-1029 0.236878926474988 3 5 "GO:0010485" "H4 histone acetyltransferase activity" 0.467694991704089
-1166 0.142227950782545 3 6 "GO:0010521" "telomerase inhibitor activity" 0.363471429777615
504 0.187106162885678 2 26 "GO:0015020" "glucuronosyltransferase activity" 0.408251785837319
-251 0.595113148371835 5 17 "GO:0015035" "protein disulfide oxidoreductase activity" 0.758462504819259
-637 0.0734321082842092 2 30 "GO:0015036" "disulfide oxidoreductase activity" 0.238765919750329
36 0.964077564284823 3 6 "GO:0015037" "peptide disulfide oxidoreductase activity" 0.986367483161679
174 0.0260980538417027 2 687 "GO:0015075;GO:0022891;GO:0022857;GO:0022892" "substrate-specific transporter activity" 0.130289986109846
552 0.000302316342200607 2 166 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.0045301645823697
-617 0.0190777271627301 2 55 "GO:0015078" "hydrogen ion transmembrane transporter activity" 0.103669627274396
987 9.11183733275622e-05 8 60 "GO:0015081" "sodium ion transmembrane transporter activity" 0.00176698178864626
-613 0.44027829569886 2 6 "GO:0015095" "magnesium ion transmembrane transporter activity" 0.644421238455918
1006 0.04545670298961 6 15 "GO:0015101" "organic cation transmembrane transporter activity" 0.179103246594644
424 0.101479647354429 2 57 "GO:0015103" "inorganic anion transmembrane transporter activity" 0.294320736755221
134 0.865862568288382 3 6 "GO:0015114" "phosphate ion transmembrane transporter activity" 0.931360200192421
988 0.213601588073688 2 6 "GO:0015129" "lactate transmembrane transporter activity" 0.442433231712127
-495 0.309785847897842 4 16 "GO:0015145" "monosaccharide transmembrane transporter activity" 0.532153660547856
898 0.00115102459013387 2 50 "GO:0015171" "amino acid transmembrane transporter activity" 0.0140538681437333
623 0.396986175790188 3 7 "GO:0015174" "basic amino acid transmembrane transporter activity" 0.608369735468911
445 0.409831907828341 5 13 "GO:0015175" "neutral amino acid transmembrane transporter activity" 0.618814895942335
807 0.0383831593835317 5 25 "GO:0015179" "L-amino acid transmembrane transporter activity" 0.16295833540557
1147 0.187407796531995 4 5 "GO:0015181;GO:0015189" "arginine transmembrane transporter activity" 0.408251785837319
286 0.697418922265131 6 7 "GO:0015184;GO:0000099" "sulfur amino acid transmembrane transporter activity" 0.829023214086796
371 0.640603364712714 2 6 "GO:0015187" "glycine transmembrane transporter activity" 0.796110882135632
-751 0.38843892398826 3 5 "GO:0015197" "peptide transporter activity" 0.604034741862247
-1422 0.0735134586809998 3 6 "GO:0015207;GO:0005345;GO:0015205" "nucleobase transmembrane transporter activity" 0.238765919750329
-605 0.486897905422564 2 5 "GO:0015211" "purine nucleoside transmembrane transporter activity" 0.686935846594744
-480 0.32466390280204 4 16 "GO:0015215;GO:0015605;GO:1901677" "phosphate transmembrane transporter activity" 0.543703914628524
1322 0.128803986401794 5 5 "GO:0015226;GO:0015199" "amino-acid betaine transmembrane transporter activity" 0.344289574463174
-487 0.349628239407271 2 14 "GO:0015238;GO:0090484" "drug transporter activity" 0.565928524998021
1088 0.0936750441160762 2 9 "GO:0015248;GO:0017127" "sterol transporter activity" 0.276551100390446
-17 0.982829789529826 6 6 "GO:0015269" "calcium-activated potassium channel activity" 0.989841763819479
1867 0.0111445910416143 2 7 "GO:0015271" "outward rectifier potassium channel activity" 0.0740609338954486
1041 2.93668010975894e-07 4 93 "GO:0015276;GO:0022834" "ligand-gated ion channel activity" 1.26277244719634e-05
1284 0.10605123070635 2 6 "GO:0015277" "kainate selective glutamate receptor activity" 0.301537016166815
-349 0.552629815468479 3 11 "GO:0015278" "calcium-release channel activity" 0.731901459599422
-580 0.465811696432479 5 6 "GO:0015279" "store-operated calcium channel activity" 0.666697203721739
2065 0.000796015819767933 3 10 "GO:0015280" "ligand-gated sodium channel activity" 0.0103586795493485
175 0.341097949872313 3 114 "GO:0015291" "secondary active transmembrane transporter activity" 0.559863027108416
416 0.067037294637471 5 74 "GO:0015293" "symporter activity" 0.225643381919146
481 0.091271340066397 4 47 "GO:0015294" "solute:cation symporter activity" 0.271073139116116
619 0.165979350414517 2 19 "GO:0015296" "anion:cation symporter activity" 0.386243711905782
-424 0.169194909975322 4 40 "GO:0015297" "antiporter activity" 0.387751992550285
-518 0.234833289003724 4 20 "GO:0015298" "solute:cation antiporter activity" 0.467694991704089
-528 0.368509928636285 2 11 "GO:0015299" "solute:hydrogen antiporter activity" 0.58673733634858
-549 0.425341185447373 3 8 "GO:0015301" "anion:anion antiporter activity" 0.63448330679857
-328 0.65618677765898 3 7 "GO:0015368" "calcium:cation antiporter activity" 0.800753446040063
1269 0.00357594172997536 2 20 "GO:0015370" "solute:sodium symporter activity" 0.0324459300086755
-432 0.619998614249916 5 5 "GO:0015377;GO:0008511" "sodium:potassium:chloride symporter activity" 0.781323502463467
1682 0.00123215854294552 2 14 "GO:0015459" "potassium channel regulator activity" 0.0148610341338185
1966 0.000157810135074269 4 14 "GO:0015464;GO:0004889" "acetylcholine receptor activity" 0.00283771315615367
-485 0.304748186495993 2 17 "GO:0015485;GO:0032934" "sterol binding" 0.528764835867609
-282 0.587752070807647 7 14 "GO:0015491" "cation:cation antiporter activity" 0.75263665314755
-103 0.609385667138589 4 95 "GO:0015631" "tubulin binding" 0.772669775384698
821 0.301347197114078 2 6 "GO:0015643" "toxic substance binding" 0.526315761226423
1095 0.136606538992949 2 7 "GO:0015651" "quaternary ammonium group transmembrane transporter activity" 0.352751611133229
-7 0.989397873290229 2 15 "GO:0015662" "ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism" 0.991402732202671
1164 0.0908296213034884 4 8 "GO:0015665" "alcohol transmembrane transporter activity" 0.270573781533584
-1373 0.0840061108708552 7 6 "GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 0.258822565891825
-368 0.571021575179181 3 9 "GO:0015925" "galactosidase activity" 0.741758080477506
35 0.930345982685879 2 24 "GO:0015926" "glucosidase activity" 0.970582465059424
-1237 0.119373333356449 3 6 "GO:0015928" "fucosidase activity" 0.326133222899249
-180 0.739165779343625 3 13 "GO:0015929" "hexosaminidase activity" 0.856609050759572
-1031 0.0111578151167056 2 23 "GO:0015932" "nucleobase-containing compound transmembrane transporter activity" 0.0740609338954486
324 0.683533983417566 3 6 "GO:0016004;GO:0060229" "lipase activator activity" 0.820406686407734
-122 0.859618243933373 2 8 "GO:0016018" "cyclosporin A binding" 0.930391972610998
-1226 0.159000421791123 3 5 "GO:0016151" "nickel cation binding" 0.37530171157857
374 0.586915876808107 2 8 "GO:0016175" "superoxide-generating NADPH oxidase activity" 0.75263665314755
1130 0.194191993983608 4 5 "GO:0016207" "4-coumarate-CoA ligase activity" 0.418422400979931
-1720 0.0481231138632631 2 5 "GO:0016208" "AMP binding" 0.186758712807004
304 0.295726150080995 1 45 "GO:0016209" "antioxidant activity" 0.522035875795262
-120 0.811990816435607 3 15 "GO:0016229" "steroid dehydrogenase activity" 0.90029026620495
936 0.00146157754365649 1 44 "GO:0016247" "channel regulator activity" 0.0170058845961914
267 0.649119410408791 2 11 "GO:0016248;GO:0008200" "channel inhibitor activity" 0.797489561359372
-633 0.156480274430136 -1 19 "GO:0016251" "general RNA polymerase II transcription factor activity" 0.373813988916436
-477 0.548524461452539 3 6 "GO:0016262" "protein N-acetylglucosaminyltransferase activity" 0.731334244238168
443 0.450341822460936 6 11 "GO:0016274;GO:0016273" "protein-arginine N-methyltransferase activity" 0.653061675093645
-109 0.704385231537038 6 46 "GO:0016279;GO:0042054;GO:0016278" "histone methyltransferase activity" 0.835296155863466
1142 0.0783784957421959 4 9 "GO:0016289" "CoA hydrolase activity" 0.247724317244351
119 0.880914957871729 7 6 "GO:0016300;GO:0030792" "tRNA (uracil) methyltransferase activity" 0.938819928162866
-90 0.287109105480884 2 577 "GO:0016301;GO:0016773" "kinase activity" 0.517214763789789
-464 0.429131049104701 2 11 "GO:0016303" "1-phosphatidylinositol-3-kinase activity" 0.637080077488804
-1807 0.0378427381853242 4 5 "GO:0016308" "1-phosphatidylinositol-4-phosphate 5-kinase activity" 0.162719374206573
-158 0.779203922546611 2 12 "GO:0016405" "CoA-ligase activity" 0.881932503548988
-594 0.359661600415034 2 9 "GO:0016406;GO:0016416" "carnitine O-acyltransferase activity" 0.57744370586115
-79 0.748553888762987 2 63 "GO:0016407" "acetyltransferase activity" 0.860769962350364
-149 0.745835120433897 2 18 "GO:0016408" "C-acyltransferase activity" 0.859709713413898
-167 0.644576716716689 2 29 "GO:0016409" "palmitoyltransferase activity" 0.796586537004343
